km_driven,mileage,age,Petrol,Diesel,Electric,fuel_type
41000,17.43,8,1,0,0,Petrol
25000,12.99,8,0,1,0,Diesel
72000,24.52,7,0,1,0,Diesel
38900,19.87,10,0,1,0,Diesel
57500,26.0,9,0,1,0,Diesel
90000,15.1,10,0,1,0,Diesel
69000,13.68,5,0,1,0,Diesel
51321,21.66,7,0,1,0,Diesel
91795,13.5,6,0,1,0,Diesel
58100,22.7,9,0,1,0,Diesel
80000,21.1,9,0,0,0,Petrol
150000,12.55,6,0,1,0,Diesel
58980,12.8,13,0,1,0,Diesel
47000,20.46,10,0,1,0,Diesel
99000,25.1,9,0,1,0,Diesel
14400,23.95,6,1,0,0,Petrol
4000,15.0,4,1,0,0,Petrol
2277,15.5,4,1,0,0,Petrol
76000,22.77,7,0,1,0,Diesel
19000,17.8,4,1,0,0,Petrol
35000,18.16,7,1,0,0,Petrol
20000,19.34,4,1,0,0,Petrol
22720,17.5,11,1,0,0,Petrol
65328,23.59,6,0,1,0,Diesel
29000,11.0,6,0,1,0,Diesel
25000,17.01,7,1,0,0,Petrol
78000,24.7,5,0,1,0,Diesel
58000,25.5,5,0,1,0,Diesel
5000,24.04,3,1,0,0,Petrol
55000,24.3,6,0,1,0,Diesel
11000,25.5,5,0,1,0,Diesel
69264,21.21,9,0,1,0,Diesel
24132,20.35,5,1,0,0,Petrol
15000,21.63,5,1,0,0,Petrol
60000,15.4,8,0,1,0,Diesel
90000,17.3,18,1,0,0,Petrol
40000,25.1,5,0,1,0,Diesel
27000,20.73,4,1,0,0,Petrol
100000,18.9,11,1,0,0,Petrol
135000,20.0,13,0,1,0,Diesel
66381,20.36,12,1,0,0,Petrol
100000,20.34,10,0,1,0,Diesel
90000,19.3,12,0,1,0,Diesel
30000,24.7,6,1,0,0,Petrol
16315,21.4,5,1,0,0,Petrol
61000,26.0,6,0,1,0,Diesel
20272,24.3,6,0,1,0,Diesel
69000,22.32,10,0,1,0,Diesel
15000,17.4,5,1,0,0,Petrol
75000,28.4,11,0,1,0,Diesel
70000,18.9,14,1,0,0,Petrol
73795,17.5,12,1,0,0,Petrol
36000,16.02,9,1,0,0,Petrol
8000,15.04,5,1,0,0,Petrol
89000,15.0,12,1,0,0,Petrol
4646,22.7,4,1,0,0,Petrol
23746,22.69,9,0,1,0,Diesel
277000,12.99,10,0,1,0,Diesel
180000,12.8,14,0,1,0,Diesel
20000,18.5,13,1,0,0,Petrol
100000,13.2,13,1,0,0,Petrol
45000,30.46,7,0,0,0,Petrol
30000,17.0,5,1,0,0,Petrol
100000,20.36,13,1,0,0,Petrol
40000,20.77,9,0,1,0,Diesel
50000,23.08,11,0,1,0,Diesel
61000,14.7,8,1,0,0,Petrol
10000,18.16,5,1,0,0,Petrol
90000,16.0,6,0,1,0,Diesel
61000,18.6,7,1,0,0,Petrol
40000,17.11,7,0,1,0,Diesel
49000,17.8,7,1,0,0,Petrol
80000,21.1,12,0,1,0,Diesel
84251,19.2,14,1,0,0,Petrol
94181,12.05,11,0,1,0,Diesel
60000,28.4,5,0,1,0,Diesel
40000,23.95,5,1,0,0,Petrol
94573,17.72,12,0,1,0,Diesel
18171,16.2,6,1,0,0,Petrol
21500,21.21,5,1,0,0,Petrol
56000,19.59,8,0,1,0,Diesel
15000,21.9,8,1,0,0,Petrol
80000,13.5,17,1,0,0,Petrol
1001,19.56,3,1,0,0,Petrol
32000,22.07,10,0,1,0,Diesel
15000,18.5,6,1,0,0,Petrol
60000,23.01,8,1,0,0,Petrol
59000,15.26,7,1,0,0,Petrol
74508,22.54,11,0,1,0,Diesel
21000,15.1,5,0,1,0,Diesel
46000,21.94,4,0,0,0,Petrol
10000,23.84,4,1,0,0,Petrol
19369,23.95,6,1,0,0,Petrol
9000,22.48,4,0,1,0,Diesel
45000,27.39,6,0,1,0,Diesel
35000,18.5,8,1,0,0,Petrol
65000,21.64,7,0,1,0,Diesel
28366,19.5,4,1,0,0,Petrol
57000,21.12,10,0,1,0,Diesel
55000,18.49,6,0,1,0,Diesel
21257,18.5,8,1,0,0,Petrol
50000,18.0,15,1,0,0,Petrol
79000,20.5,11,0,1,0,Diesel
70000,20.0,11,0,1,0,Diesel
49000,21.9,11,0,1,0,Diesel
48000,27.39,5,0,1,0,Diesel
98000,15.04,6,0,1,0,Diesel
49000,18.6,6,1,0,0,Petrol
60000,18.16,7,1,0,0,Petrol
20000,17.4,4,1,0,0,Petrol
63000,20.45,10,0,1,0,Diesel
62000,17.8,6,0,1,0,Diesel
22000,21.94,5,0,0,0,Petrol
100000,15.96,11,0,1,0,Diesel
67300,15.85,8,1,0,0,Petrol
40813,18.9,6,1,0,0,Petrol
6399,19.5,4,1,0,0,Petrol
48000,20.64,8,0,1,0,Diesel
38452,20.36,11,1,0,0,Petrol
30589,18.9,9,1,0,0,Petrol
72000,18.7,5,1,0,0,Petrol
52089,19.7,15,1,0,0,Petrol
59000,18.9,11,1,0,0,Petrol
8000,18.9,4,1,0,0,Petrol
56328,21.9,11,0,1,0,Diesel
23000,24.7,6,1,0,0,Petrol
20000,23.84,4,1,0,0,Petrol
30000,18.7,5,1,0,0,Petrol
50000,16.0,8,0,1,0,Diesel
40000,20.85,7,1,0,0,Petrol
120000,19.4,11,0,1,0,Diesel
64735,21.9,10,0,1,0,Diesel
80000,22.0,7,0,1,0,Diesel
16000,25.4,13,1,0,0,Petrol
50000,14.28,6,1,0,0,Petrol
22000,21.4,5,1,0,0,Petrol
46000,23.59,7,0,1,0,Diesel
80000,14.53,11,1,0,0,Petrol
43000,18.0,9,1,0,0,Petrol
23461,18.0,8,1,0,0,Petrol
57500,17.0,14,1,0,0,Petrol
45000,14.21,7,0,1,0,Diesel
25000,18.6,8,1,0,0,Petrol
56527,15.04,11,1,0,0,Petrol
82000,18.44,6,1,0,0,Petrol
63000,19.81,9,1,0,0,Petrol
25000,20.89,4,1,0,0,Petrol
57642,20.0,10,0,1,0,Diesel
15000,20.37,5,0,1,0,Diesel
5630,17.0,4,1,0,0,Petrol
5863,23.95,4,1,0,0,Petrol
75000,17.21,8,1,0,0,Petrol
46000,16.0,6,0,1,0,Diesel
170000,19.01,9,0,1,0,Diesel
25000,18.9,13,1,0,0,Petrol
126000,11.0,19,0,1,0,Diesel
51303,23.0,7,0,1,0,Diesel
126436,14.21,13,0,1,0,Diesel
2000,20.51,5,1,0,0,Petrol
27200,24.3,7,0,1,0,Diesel
25000,18.9,6,1,0,0,Petrol
38000,16.47,8,1,0,0,Petrol
90000,27.3,7,0,1,0,Diesel
46000,23.2,9,0,1,0,Diesel
58000,20.73,6,1,0,0,Petrol
120000,23.57,12,0,1,0,Diesel
50000,20.51,8,1,0,0,Petrol
57000,17.0,10,1,0,0,Petrol
35000,21.58,7,0,1,0,Diesel
34000,25.17,5,1,0,0,Petrol
70000,9.9,13,1,0,0,Petrol
40000,26.59,8,0,1,0,Diesel
72829,21.79,7,1,0,0,Petrol
84475,22.54,8,0,1,0,Diesel
56000,20.45,9,0,1,0,Diesel
70000,15.05,10,0,1,0,Diesel
6003,21.56,3,1,0,0,Petrol
37000,14.67,6,1,0,0,Petrol
50000,17.0,5,1,0,0,Petrol
85405,19.01,10,0,1,0,Diesel
120000,13.6,12,0,1,0,Diesel
146781,26.0,9,0,1,0,Diesel
15000,15.5,12,1,0,0,Petrol
66325,27.3,7,0,1,0,Diesel
80000,15.4,8,0,1,0,Diesel
48000,19.87,8,0,1,0,Diesel
21750,22.0,4,1,0,0,Petrol
25000,15.6,11,1,0,0,Petrol
25000,21.1,5,1,0,0,Petrol
20587,18.9,9,1,0,0,Petrol
120000,15.26,14,1,0,0,Petrol
54500,14.3,9,1,0,0,Petrol
120000,17.8,15,0,1,0,Diesel
69666,16.5,8,0,1,0,Diesel
56000,14.21,12,0,1,0,Diesel
40000,18.9,9,1,0,0,Petrol
1900,16.5,3,1,0,0,Petrol
60000,19.7,14,1,0,0,Petrol
37900,18.19,7,1,0,0,Petrol
82000,13.5,17,1,0,0,Petrol
113974,23.2,11,0,1,0,Diesel
105000,22.07,12,0,1,0,Diesel
120000,19.0,6,0,0,0,Petrol
3300,19.83,4,1,0,0,Petrol
44000,20.51,7,1,0,0,Petrol
40000,20.51,7,1,0,0,Petrol
59000,14.16,10,0,1,0,Diesel
5000,22.05,3,1,0,0,Petrol
50000,12.9,5,0,1,0,Diesel
21001,20.92,11,1,0,0,Petrol
50000,19.7,15,1,0,0,Petrol
89000,22.54,6,0,1,0,Diesel
110000,23.59,12,0,1,0,Diesel
89000,26.0,8,0,1,0,Diesel
17000,23.1,5,1,0,0,Petrol
60000,20.51,8,1,0,0,Petrol
86000,19.3,12,0,1,0,Diesel
33033,18.49,5,0,1,0,Diesel
43000,15.1,9,0,1,0,Diesel
3960,22.0,3,1,0,0,Petrol
115222,12.2,8,0,1,0,Diesel
41010,19.4,10,1,0,0,Petrol
55000,17.5,11,1,0,0,Petrol
120000,15.96,11,0,1,0,Diesel
20000,18.6,5,1,0,0,Petrol
55000,16.2,6,1,0,0,Petrol
66000,11.72,10,0,1,0,Diesel
250000,20.45,10,0,1,0,Diesel
15000,17.0,18,1,0,0,Petrol
37809,17.5,11,1,0,0,Petrol
24000,19.4,9,1,0,0,Petrol
90000,25.83,8,0,1,0,Diesel
93292,17.0,12,1,0,0,Petrol
80000,24.0,8,0,1,0,Diesel
13000,10.2,14,1,0,0,Petrol
102620,17.0,12,1,0,0,Petrol
40000,15.6,12,1,0,0,Petrol
80000,23.08,10,0,1,0,Diesel
71000,14.28,6,1,0,0,Petrol
23950,23.8,4,0,1,0,Diesel
46000,18.2,13,1,0,0,Petrol
42000,33.44,7,0,0,0,Petrol
60000,22.74,7,1,0,0,Petrol
9210,24.7,6,1,0,0,Petrol
100000,23.59,6,0,1,0,Diesel
20000,18.9,5,1,0,0,Petrol
55000,23.1,7,1,0,0,Petrol
120000,15.96,7,0,1,0,Diesel
34000,17.0,6,1,0,0,Petrol
65000,17.0,10,1,0,0,Petrol
60000,14.7,9,1,0,0,Petrol
91000,13.0,8,0,1,0,Diesel
24700,16.0,6,1,0,0,Petrol
50000,24.0,6,0,1,0,Diesel
70000,8.45,15,1,0,0,Petrol
61000,16.95,12,1,0,0,Petrol
7900,15.29,6,1,0,0,Petrol
15734,24.3,5,0,1,0,Diesel
70000,13.68,6,0,1,0,Diesel
80000,17.0,17,1,0,0,Petrol
73500,20.36,11,1,0,0,Petrol
39000,18.6,5,1,0,0,Petrol
110000,14.0,13,0,1,0,Diesel
110000,12.8,16,0,1,0,Diesel
69934,15.4,11,0,1,0,Diesel
45000,15.4,8,0,1,0,Diesel
43000,19.7,13,1,0,0,Petrol
63554,20.51,7,1,0,0,Petrol
51118,23.1,8,1,0,0,Petrol
30000,22.0,7,1,0,0,Petrol
12000,21.5,12,1,0,0,Petrol
20000,17.01,6,1,0,0,Petrol
55670,17.8,7,1,0,0,Petrol
127000,11.5,12,0,1,0,Diesel
42895,17.5,8,0,0,0,Petrol
100000,11.5,11,0,1,0,Diesel
50000,19.02,7,1,0,0,Petrol
71000,22.27,9,0,1,0,Diesel
28603,22.0,6,1,0,0,Petrol
37500,20.51,7,1,0,0,Petrol
53000,27.39,6,0,1,0,Diesel
99220,19.3,9,0,1,0,Diesel
76000,21.94,6,0,0,0,Petrol
30000,18.9,11,1,0,0,Petrol
50000,25.8,10,0,1,0,Diesel
76759,14.1,6,0,1,0,Diesel
140000,13.58,7,0,1,0,Diesel
35000,21.1,10,1,0,0,Petrol
21065,18.9,6,1,0,0,Petrol
120000,11.57,13,0,1,0,Diesel
82000,13.1,10,1,0,0,Petrol
72248,19.67,8,0,1,0,Diesel
28000,18.9,5,1,0,0,Petrol
50000,22.74,7,1,0,0,Petrol
63001,23.8,5,0,1,0,Diesel
79000,17.11,10,0,1,0,Diesel
67000,21.5,12,0,1,0,Diesel
55373,22.54,5,0,1,0,Diesel
81000,17.1,10,1,0,0,Petrol
14101,21.1,9,1,0,0,Petrol
26000,19.27,8,0,1,0,Diesel
90000,26.59,8,0,1,0,Diesel
57000,26.2,12,0,0,0,Petrol
77395,18.49,6,0,1,0,Diesel
90000,22.95,6,0,1,0,Diesel
20700,33.44,6,0,0,0,Petrol
8000,17.01,12,1,0,0,Petrol
8000,16.2,13,1,0,0,Petrol
70000,17.4,6,1,0,0,Petrol
45000,16.93,8,1,0,0,Petrol
90000,19.3,9,0,1,0,Diesel
65411,19.67,5,0,1,0,Diesel
21814,23.84,5,1,0,0,Petrol
72000,9.3,13,1,0,0,Petrol
46774,18.7,7,1,0,0,Petrol
40383,16.7,11,1,0,0,Petrol
19000,17.0,5,1,0,0,Petrol
28000,17.9,6,0,1,0,Diesel
61504,25.44,11,0,1,0,Diesel
19000,19.0,11,1,0,0,Petrol
70500,26.0,8,0,1,0,Diesel
68111,22.7,9,0,1,0,Diesel
106868,12.8,13,0,1,0,Diesel
19000,22.7,5,0,1,0,Diesel
40000,15.8,6,1,0,0,Petrol
35000,24.3,5,0,1,0,Diesel
43429,22.0,10,1,0,0,Petrol
55000,25.47,10,0,1,0,Diesel
31000,18.7,6,1,0,0,Petrol
40000,18.0,13,1,0,0,Petrol
30000,19.44,7,1,0,0,Petrol
50225,19.0,13,1,0,0,Petrol
120000,22.74,11,1,0,0,Petrol
120000,23.59,11,0,1,0,Diesel
30000,23.95,5,1,0,0,Petrol
70000,23.2,11,0,1,0,Diesel
21696,17.0,7,1,0,0,Petrol
10000,19.4,7,0,1,0,Diesel
53000,17.6,12,1,0,0,Petrol
15918,18.9,5,1,0,0,Petrol
56000,28.09,7,0,1,0,Diesel
108000,21.9,11,0,1,0,Diesel
9800,16.9,5,1,0,0,Petrol
53215,22.95,7,0,1,0,Diesel
43206,20.85,8,1,0,0,Petrol
89000,25.2,8,0,1,0,Diesel
10000,20.28,4,1,0,0,Petrol
34600,19.33,6,0,1,0,Diesel
110000,11.79,10,0,1,0,Diesel
30000,18.6,8,1,0,0,Petrol
14000,28.4,5,0,1,0,Diesel
15000,23.87,4,1,0,0,Petrol
36000,17.3,4,0,1,0,Diesel
71845,14.09,8,1,0,0,Petrol
58000,20.4,7,1,0,0,Petrol
10000,22.0,6,1,0,0,Petrol
27000,16.55,9,0,1,0,Diesel
11000,14.28,5,1,0,0,Petrol
35000,18.6,8,1,0,0,Petrol
175645,12.8,9,0,1,0,Diesel
50000,20.3,5,1,0,0,Petrol
20000,25.47,4,0,1,0,Diesel
42000,24.4,5,0,1,0,Diesel
33000,17.71,8,1,0,0,Petrol
30000,23.95,5,1,0,0,Petrol
30000,15.4,9,0,1,0,Diesel
51000,21.4,7,1,0,0,Petrol
29836,20.51,7,1,0,0,Petrol
25000,23.7,4,0,1,0,Diesel
10000,19.0,5,1,0,0,Petrol
70000,21.79,15,1,0,0,Petrol
40000,22.9,11,0,1,0,Diesel
92000,19.7,15,1,0,0,Petrol
68500,23.0,8,0,1,0,Diesel
70000,18.9,7,1,0,0,Petrol
75000,16.0,17,1,0,0,Petrol
44560,23.65,7,0,1,0,Diesel
41000,18.9,7,1,0,0,Petrol
100000,17.19,7,1,0,0,Petrol
6076,16.8,4,1,0,0,Petrol
35000,19.2,11,1,0,0,Petrol
71200,19.3,10,0,1,0,Diesel
43000,19.1,7,1,0,0,Petrol
40000,26.1,4,0,1,0,Diesel
80730,23.9,8,0,1,0,Diesel
4000,18.6,5,1,0,0,Petrol
1001,23.0,3,1,0,0,Petrol
56000,19.1,10,1,0,0,Petrol
35092,21.01,6,1,0,0,Petrol
15000,21.21,4,1,0,0,Petrol
85000,12.8,11,0,1,0,Diesel
20000,15.1,3,0,1,0,Diesel
56000,15.04,10,1,0,0,Petrol
46000,18.0,7,1,0,0,Petrol
71572,25.8,8,0,1,0,Diesel
54985,16.2,8,1,0,0,Petrol
50000,19.1,7,1,0,0,Petrol
40000,17.92,13,1,0,0,Petrol
69000,17.5,14,1,0,0,Petrol
70000,18.6,12,1,0,0,Petrol
33500,18.5,9,1,0,0,Petrol
31400,28.09,6,0,1,0,Diesel
26200,22.74,10,1,0,0,Petrol
16285,18.6,5,1,0,0,Petrol
25000,17.8,5,1,0,0,Petrol
66000,20.54,10,0,1,0,Diesel
120000,12.0,10,0,1,0,Diesel
10725,13.0,6,0,1,0,Diesel
27000,21.1,11,0,0,0,Petrol
40000,17.71,8,1,0,0,Petrol
59455,19.7,12,1,0,0,Petrol
80000,21.1,6,0,0,0,Petrol
112000,24.0,8,0,1,0,Diesel
49000,18.9,6,1,0,0,Petrol
2100,19.01,6,1,0,0,Petrol
50000,17.01,10,1,0,0,Petrol
70000,27.39,7,0,1,0,Diesel
55000,18.5,9,1,0,0,Petrol
50168,25.2,8,0,1,0,Diesel
50000,14.21,12,0,1,0,Diesel
15000,28.4,4,0,1,0,Diesel
56000,17.3,9,1,0,0,Petrol
68000,17.2,8,0,1,0,Diesel
31210,25.1,6,0,1,0,Diesel
29000,21.76,7,0,1,0,Diesel
33000,21.43,6,0,1,0,Diesel
30000,18.6,12,1,0,0,Petrol
90000,22.32,9,0,1,0,Diesel
8000,18.6,5,1,0,0,Petrol
71000,27.62,7,0,1,0,Diesel
5000,15.4,6,1,0,0,Petrol
37500,18.06,9,1,0,0,Petrol
48592,18.7,6,0,1,0,Diesel
50000,20.3,6,1,0,0,Petrol
93000,26.6,5,0,0,0,Petrol
130000,22.95,7,0,1,0,Diesel
85000,17.0,11,0,1,0,Diesel
50000,25.2,7,0,1,0,Diesel
81619,13.17,16,1,0,0,Petrol
17000,10.37,7,1,0,0,Petrol
2085,21.01,3,1,0,0,Petrol
39543,27.28,6,0,1,0,Diesel
55000,18.6,7,1,0,0,Petrol
41000,22.7,7,1,0,0,Petrol
168877,14.3,15,0,1,0,Diesel
20000,17.8,7,1,0,0,Petrol
102000,14.0,13,0,1,0,Diesel
100000,17.8,17,0,1,0,Diesel
45000,19.4,11,1,0,0,Petrol
97000,12.05,15,0,1,0,Diesel
144653,22.07,10,0,1,0,Diesel
62443,18.9,11,1,0,0,Petrol
97000,25.8,9,0,1,0,Diesel
38000,22.7,9,0,1,0,Diesel
60000,16.1,17,1,0,0,Petrol
63513,12.3,10,1,0,0,Petrol
22000,13.2,10,0,1,0,Diesel
58000,20.14,8,0,1,0,Diesel
50000,14.21,8,0,1,0,Diesel
120000,20.36,10,1,0,0,Petrol
35000,18.5,6,1,0,0,Petrol
120000,22.07,11,0,1,0,Diesel
49000,20.73,9,1,0,0,Petrol
30000,21.2,8,0,1,0,Diesel
77000,16.9,16,1,0,0,Petrol
211121,13.6,18,0,1,0,Diesel
60000,20.0,9,0,1,0,Diesel
120000,20.4,8,1,0,0,Petrol
34000,19.16,6,1,0,0,Petrol
38000,25.2,7,0,1,0,Diesel
90000,18.9,17,1,0,0,Petrol
110000,19.1,10,1,0,0,Petrol
13000,17.21,9,1,0,0,Petrol
62000,24.3,7,0,1,0,Diesel
23114,18.6,8,1,0,0,Petrol
70000,13.7,13,1,0,0,Petrol
147000,23.03,12,0,1,0,Diesel
31000,24.3,5,0,1,0,Diesel
80000,17.01,10,1,0,0,Petrol
50000,19.6,7,0,1,0,Diesel
41224,26.6,7,0,0,0,Petrol
14000,23.01,5,1,0,0,Petrol
22000,18.7,7,1,0,0,Petrol
36000,20.0,9,0,1,0,Diesel
56109,19.0,14,1,0,0,Petrol
35000,24.3,6,0,1,0,Diesel
2700,14.4,4,1,0,0,Petrol
16000,24.3,4,0,1,0,Diesel
32886,20.36,7,1,0,0,Petrol
23167,21.56,5,1,0,0,Petrol
3000,16.25,4,0,1,0,Diesel
1780,20.3,3,1,0,0,Petrol
69000,33.54,8,0,0,0,Petrol
67647,19.87,9,0,1,0,Diesel
52000,16.25,4,0,1,0,Diesel
60000,19.12,6,1,0,0,Petrol
165000,13.68,6,0,1,0,Diesel
50000,22.74,10,1,0,0,Petrol
30000,15.0,10,1,0,0,Petrol
25000,20.5,4,0,1,0,Diesel
46000,15.85,8,1,0,0,Petrol
15000,24.7,5,1,0,0,Petrol
95000,28.4,6,0,1,0,Diesel
110000,19.7,17,1,0,0,Petrol
67000,24.3,6,0,1,0,Diesel
78000,11.49,12,0,1,0,Diesel
14000,22.1,4,0,1,0,Diesel
27232,21.1,6,1,0,0,Petrol
4100,13.96,4,1,0,0,Petrol
31000,28.4,8,0,1,0,Diesel
99250,17.0,13,1,0,0,Petrol
45000,21.79,17,1,0,0,Petrol
50000,15.6,12,1,0,0,Petrol
74000,22.32,12,0,1,0,Diesel
21000,17.57,7,1,0,0,Petrol
38100,20.36,10,1,0,0,Petrol
18000,18.12,6,0,1,0,Diesel
120000,12.7,17,0,1,0,Diesel
150000,17.2,14,0,1,0,Diesel
69000,26.59,8,0,1,0,Diesel
75456,25.8,9,0,1,0,Diesel
1500,28.4,3,0,1,0,Diesel
39000,16.0,15,0,0,0,Petrol
50000,14.59,10,1,0,0,Petrol
57530,18.0,8,1,0,0,Petrol
100000,25.0,9,0,1,0,Diesel
73000,15.29,8,1,0,0,Petrol
50000,19.67,7,0,1,0,Diesel
37000,19.34,5,1,0,0,Petrol
54000,14.94,12,0,1,0,Diesel
47100,11.3,16,1,0,0,Petrol
15000,19.1,9,1,0,0,Petrol
20000,17.57,7,1,0,0,Petrol
51000,19.23,9,1,0,0,Petrol
22346,17.0,4,1,0,0,Petrol
37000,16.0,8,0,1,0,Diesel
79855,20.51,8,1,0,0,Petrol
10000,20.52,3,1,0,0,Petrol
13000,15.37,4,1,0,0,Petrol
90000,25.1,8,0,1,0,Diesel
115000,11.3,8,0,1,0,Diesel
37000,16.09,10,0,1,0,Diesel
47000,13.68,6,0,1,0,Diesel
60000,20.0,9,0,1,0,Diesel
37600,18.2,15,1,0,0,Petrol
71000,13.68,6,0,1,0,Diesel
69000,27.3,6,0,1,0,Diesel
25000,13.5,8,0,1,0,Diesel
59000,15.04,9,1,0,0,Petrol
60000,22.7,10,0,1,0,Diesel
48000,19.44,5,1,0,0,Petrol
67000,12.07,14,0,1,0,Diesel
74000,17.01,10,1,0,0,Petrol
70000,25.2,9,0,1,0,Diesel
20000,17.0,6,1,0,0,Petrol
40000,16.0,5,0,1,0,Diesel
80000,17.92,14,1,0,0,Petrol
20000,17.0,5,1,0,0,Petrol
40000,16.95,12,1,0,0,Petrol
51000,15.1,8,0,1,0,Diesel
91062,24.3,6,0,1,0,Diesel
30000,16.2,7,1,0,0,Petrol
12000,18.9,11,1,0,0,Petrol
100000,23.95,6,1,0,0,Petrol
55000,12.55,6,0,1,0,Diesel
90923,19.87,10,0,1,0,Diesel
50000,23.0,5,0,1,0,Diesel
23142,19.83,6,1,0,0,Petrol
88000,23.59,10,0,1,0,Diesel
35000,18.6,7,1,0,0,Petrol
44000,19.59,8,0,1,0,Diesel
55000,17.8,6,1,0,0,Petrol
54000,19.64,10,0,1,0,Diesel
17745,20.51,6,1,0,0,Petrol
25000,21.1,8,1,0,0,Petrol
70000,21.38,6,0,1,0,Diesel
46532,25.8,9,0,1,0,Diesel
40000,25.2,7,0,1,0,Diesel
90000,13.0,18,1,0,0,Petrol
55827,17.9,8,0,1,0,Diesel
60000,19.4,9,1,0,0,Petrol
8000,17.0,4,1,0,0,Petrol
15000,22.54,4,0,1,0,Diesel
70000,18.5,10,1,0,0,Petrol
90000,17.3,15,0,0,0,Petrol
23000,21.4,6,1,0,0,Petrol
29327,25.4,8,1,0,0,Petrol
29500,25.8,10,0,1,0,Diesel
15000,17.4,8,1,0,0,Petrol
50000,16.2,13,0,1,0,Diesel
72068,21.2,8,0,1,0,Diesel
50000,19.3,7,0,1,0,Diesel
30500,24.12,6,1,0,0,Petrol
25000,17.8,5,1,0,0,Petrol
4400,13.01,7,0,1,0,Diesel
58000,18.9,10,1,0,0,Petrol
40000,22.54,9,0,1,0,Diesel
3800000,16.0,7,0,1,0,Diesel
32545,20.36,10,1,0,0,Petrol
15000,23.1,6,1,0,0,Petrol
115000,23.0,6,0,1,0,Diesel
29000,18.9,7,1,0,0,Petrol
45000,22.0,6,0,1,0,Diesel
74000,17.3,18,1,0,0,Petrol
64000,17.01,8,0,1,0,Diesel
62156,25.8,7,0,1,0,Diesel
11999,20.51,7,1,0,0,Petrol
30000,22.74,7,1,0,0,Petrol
100000,22.32,9,0,1,0,Diesel
30041,21.21,8,1,0,0,Petrol
68000,20.36,12,1,0,0,Petrol
26000,19.0,6,1,0,0,Petrol
6800,23.95,5,1,0,0,Petrol
64321,21.79,14,1,0,0,Petrol
120000,22.95,6,0,1,0,Diesel
72000,16.07,12,0,1,0,Diesel
50000,19.71,11,0,1,0,Diesel
39000,18.6,6,1,0,0,Petrol
59000,18.6,7,1,0,0,Petrol
35000,23.95,9,1,0,0,Petrol
78000,12.99,8,0,1,0,Diesel
17000,18.15,5,1,0,0,Petrol
30000,19.59,4,1,0,0,Petrol
50000,19.49,8,1,0,0,Petrol
25166,19.81,7,1,0,0,Petrol
70000,17.0,17,1,0,0,Petrol
40000,18.44,7,1,0,0,Petrol
65000,15.37,11,1,0,0,Petrol
89000,21.9,10,0,1,0,Diesel
87000,17.19,6,1,0,0,Petrol
19455,19.7,11,1,0,0,Petrol
23970,23.1,9,1,0,0,Petrol
35000,14.8,6,1,0,0,Petrol
37439,14.0,14,0,1,0,Diesel
30917,22.32,11,0,1,0,Diesel
